fips,locality,year,tenure,age,estimate,moe
51031,Campbell County,2016,Renter,45 to 54,1046,244
51031,Campbell County,2016,Renter,55 to 59,335,154
51031,Campbell County,2016,Renter,60 to 64,332,110
51031,Campbell County,2016,Renter,65 to 74,444,138
51031,Campbell County,2016,Renter,75 to 84,282,103
51031,Campbell County,2016,Renter,85 and over,67,56
51031,Campbell County,2017,Owner,15 to 24,333,145
51031,Campbell County,2017,Owner,25 to 34,1717,228
51031,Campbell County,2017,Owner,35 to 44,2145,227
51031,Campbell County,2017,Owner,45 to 54,3272,257
51031,Campbell County,2017,Owner,55 to 59,1953,240
51031,Campbell County,2017,Owner,60 to 64,1919,248
51031,Campbell County,2017,Owner,65 to 74,3299,203
51031,Campbell County,2017,Owner,75 to 84,1650,160
51031,Campbell County,2017,Owner,85 and over,659,151
51031,Campbell County,2017,Renter,15 to 24,572,141
51031,Campbell County,2017,Renter,25 to 34,1301,260
51031,Campbell County,2017,Renter,35 to 44,1105,215
51031,Campbell County,2017,Renter,45 to 54,1012,194
51031,Campbell County,2017,Renter,55 to 59,394,133
51031,Campbell County,2017,Renter,60 to 64,300,93
51031,Campbell County,2017,Renter,65 to 74,532,152
51031,Campbell County,2017,Renter,75 to 84,301,115
51031,Campbell County,2017,Renter,85 and over,144,75
51031,Campbell County,2018,Owner,15 to 24,360,164
51031,Campbell County,2018,Owner,25 to 34,1647,207
51031,Campbell County,2018,Owner,35 to 44,2354,243
51031,Campbell County,2018,Owner,45 to 54,3170,278
51031,Campbell County,2018,Owner,55 to 59,1968,227
51031,Campbell County,2018,Owner,60 to 64,1946,264
51031,Campbell County,2018,Owner,65 to 74,3266,217
51031,Campbell County,2018,Owner,75 to 84,1747,207
51031,Campbell County,2018,Owner,85 and over,813,145
51031,Campbell County,2018,Renter,15 to 24,548,136
51031,Campbell County,2018,Renter,25 to 34,1454,219
51031,Campbell County,2018,Renter,35 to 44,999,204
51031,Campbell County,2018,Renter,45 to 54,863,203
51031,Campbell County,2018,Renter,55 to 59,416,135
51031,Campbell County,2018,Renter,60 to 64,376,136
51031,Campbell County,2018,Renter,65 to 74,632,175
51031,Campbell County,2018,Renter,75 to 84,281,107
51031,Campbell County,2018,Renter,85 and over,117,82
51031,Campbell County,2019,Owner,15 to 24,235,107
51031,Campbell County,2019,Owner,25 to 34,1627,256
51031,Campbell County,2019,Owner,35 to 44,2370,198
51031,Campbell County,2019,Owner,45 to 54,2965,249
51031,Campbell County,2019,Owner,55 to 59,1952,240
51031,Campbell County,2019,Owner,60 to 64,2005,235
51031,Campbell County,2019,Owner,65 to 74,3390,254
51031,Campbell County,2019,Owner,75 to 84,1717,217
51031,Campbell County,2019,Owner,85 and over,981,195
51031,Campbell County,2019,Renter,15 to 24,594,147
51031,Campbell County,2019,Renter,25 to 34,1522,277
51031,Campbell County,2019,Renter,35 to 44,935,196
51031,Campbell County,2019,Renter,45 to 54,888,218
51031,Campbell County,2019,Renter,55 to 59,473,158
51031,Campbell County,2019,Renter,60 to 64,350,159
51031,Campbell County,2019,Renter,65 to 74,766,179
51031,Campbell County,2019,Renter,75 to 84,208,88
51031,Campbell County,2019,Renter,85 and over,93,63
51031,Campbell County,2020,Owner,15 to 24,254,131
51031,Campbell County,2020,Owner,25 to 34,1712,247
51031,Campbell County,2020,Owner,35 to 44,2161,229
51031,Campbell County,2020,Owner,45 to 54,2873,254
51031,Campbell County,2020,Owner,55 to 59,1846,238
51031,Campbell County,2020,Owner,60 to 64,1944,287
51031,Campbell County,2020,Owner,65 to 74,3387,274
51031,Campbell County,2020,Owner,75 to 84,1881,246
51031,Campbell County,2020,Owner,85 and over,858,166
51031,Campbell County,2020,Renter,15 to 24,701,194
51031,Campbell County,2020,Renter,25 to 34,1580,269
51031,Campbell County,2020,Renter,35 to 44,770,178
51031,Campbell County,2020,Renter,45 to 54,960,219
51031,Campbell County,2020,Renter,55 to 59,557,220
51031,Campbell County,2020,Renter,60 to 64,566,302
51031,Campbell County,2020,Renter,65 to 74,782,190
51031,Campbell County,2020,Renter,75 to 84,170,84
51031,Campbell County,2020,Renter,85 and over,155,67
51031,Campbell County,2021,Owner,15 to 24,159,97
51031,Campbell County,2021,Owner,25 to 34,1696,256
51031,Campbell County,2021,Owner,35 to 44,2051,265
51031,Campbell County,2021,Owner,45 to 54,2777,241
51031,Campbell County,2021,Owner,55 to 59,1713,275
51031,Campbell County,2021,Owner,60 to 64,1950,268
51031,Campbell County,2021,Owner,65 to 74,3257,259
51031,Campbell County,2021,Owner,75 to 84,1790,198
51031,Campbell County,2021,Owner,85 and over,852,177
51031,Campbell County,2021,Renter,15 to 24,520,136
51031,Campbell County,2021,Renter,25 to 34,1493,255
51031,Campbell County,2021,Renter,35 to 44,944,227
51031,Campbell County,2021,Renter,45 to 54,863,220
51031,Campbell County,2021,Renter,55 to 59,581,229
51031,Campbell County,2021,Renter,60 to 64,533,304
51031,Campbell County,2021,Renter,65 to 74,721,197
51031,Campbell County,2021,Renter,75 to 84,195,92
51031,Campbell County,2021,Renter,85 and over,148,62
51033,Caroline County,2010,Owner,15 to 24,75,63
51033,Caroline County,2010,Owner,25 to 34,1133,149
51033,Caroline County,2010,Owner,35 to 44,1568,220
51033,Caroline County,2010,Owner,45 to 54,1991,187
51033,Caroline County,2010,Owner,55 to 59,1012,165
51033,Caroline County,2010,Owner,60 to 64,956,153
51033,Caroline County,2010,Owner,65 to 74,941,108
51033,Caroline County,2010,Owner,75 to 84,681,119
51033,Caroline County,2010,Owner,85 and over,160,74
51033,Caroline County,2010,Renter,15 to 24,187,116
51033,Caroline County,2010,Renter,25 to 34,395,132
51033,Caroline County,2010,Renter,35 to 44,319,117
51033,Caroline County,2010,Renter,45 to 54,455,131
51033,Caroline County,2010,Renter,55 to 59,68,43
51033,Caroline County,2010,Renter,60 to 64,94,47
51033,Caroline County,2010,Renter,65 to 74,178,99
51033,Caroline County,2010,Renter,75 to 84,33,32
51033,Caroline County,2010,Renter,85 and over,24,25
51033,Caroline County,2011,Owner,15 to 24,153,120
51033,Caroline County,2011,Owner,25 to 34,1119,163
51033,Caroline County,2011,Owner,35 to 44,1733,215
51033,Caroline County,2011,Owner,45 to 54,1892,225
51033,Caroline County,2011,Owner,55 to 59,985,155
51033,Caroline County,2011,Owner,60 to 64,936,149
51033,Caroline County,2011,Owner,65 to 74,973,117
51033,Caroline County,2011,Owner,75 to 84,653,125
51033,Caroline County,2011,Owner,85 and over,220,86
51033,Caroline County,2011,Renter,15 to 24,158,104
51033,Caroline County,2011,Renter,25 to 34,419,151
51033,Caroline County,2011,Renter,35 to 44,253,116
51033,Caroline County,2011,Renter,45 to 54,555,157
51033,Caroline County,2011,Renter,55 to 59,71,46
51033,Caroline County,2011,Renter,60 to 64,102,52
51033,Caroline County,2011,Renter,65 to 74,173,94
51033,Caroline County,2011,Renter,75 to 84,47,41
51033,Caroline County,2011,Renter,85 and over,34,33
51033,Caroline County,2012,Owner,15 to 24,133,87
51033,Caroline County,2012,Owner,25 to 34,1038,178
51033,Caroline County,2012,Owner,35 to 44,1642,160
51033,Caroline County,2012,Owner,45 to 54,2011,205
51033,Caroline County,2012,Owner,55 to 59,968,174
51033,Caroline County,2012,Owner,60 to 64,997,159
51033,Caroline County,2012,Owner,65 to 74,1139,145
51033,Caroline County,2012,Owner,75 to 84,687,118
51033,Caroline County,2012,Owner,85 and over,215,100
51033,Caroline County,2012,Renter,15 to 24,152,94
51033,Caroline County,2012,Renter,25 to 34,504,126
51033,Caroline County,2012,Renter,35 to 44,270,94
51033,Caroline County,2012,Renter,45 to 54,495,143
51033,Caroline County,2012,Renter,55 to 59,46,32
51033,Caroline County,2012,Renter,60 to 64,157,87
51033,Caroline County,2012,Renter,65 to 74,81,57
51033,Caroline County,2012,Renter,75 to 84,108,76
51033,Caroline County,2012,Renter,85 and over,6,8
51033,Caroline County,2013,Owner,15 to 24,51,54
51033,Caroline County,2013,Owner,25 to 34,1047,178
51033,Caroline County,2013,Owner,35 to 44,1454,170
51033,Caroline County,2013,Owner,45 to 54,1964,211
51033,Caroline County,2013,Owner,55 to 59,926,173
51033,Caroline County,2013,Owner,60 to 64,886,173
51033,Caroline County,2013,Owner,65 to 74,1277,148
51033,Caroline County,2013,Owner,75 to 84,686,126
51033,Caroline County,2013,Owner,85 and over,262,83
51033,Caroline County,2013,Renter,15 to 24,202,132
51033,Caroline County,2013,Renter,25 to 34,594,165
51033,Caroline County,2013,Renter,35 to 44,342,122
51033,Caroline County,2013,Renter,45 to 54,467,124
51033,Caroline County,2013,Renter,55 to 59,123,66
51033,Caroline County,2013,Renter,60 to 64,209,123
51033,Caroline County,2013,Renter,65 to 74,120,69
51033,Caroline County,2013,Renter,75 to 84,61,53
51033,Caroline County,2013,Renter,85 and over,9,9
51033,Caroline County,2014,Owner,15 to 24,35,75
51033,Caroline County,2014,Owner,25 to 34,1122,184
51033,Caroline County,2014,Owner,35 to 44,1385,208
51033,Caroline County,2014,Owner,45 to 54,1873,221
51033,Caroline County,2014,Owner,55 to 59,1091,196
51033,Caroline County,2014,Owner,60 to 64,930,209
51033,Caroline County,2014,Owner,65 to 74,1337,122
51033,Caroline County,2014,Owner,75 to 84,695,112
51033,Caroline County,2014,Owner,85 and over,269,77
51033,Caroline County,2014,Renter,15 to 24,95,67
51033,Caroline County,2014,Renter,25 to 34,502,124
51033,Caroline County,2014,Renter,35 to 44,413,125
51033,Caroline County,2014,Renter,45 to 54,460,159
51033,Caroline County,2014,Renter,55 to 59,120,61
51033,Caroline County,2014,Renter,60 to 64,193,111
51033,Caroline County,2014,Renter,65 to 74,132,67
51033,Caroline County,2014,Renter,75 to 84,66,52
51033,Caroline County,2014,Renter,85 and over,10,11
51033,Caroline County,2015,Owner,15 to 24,70,62
51033,Caroline County,2015,Owner,25 to 34,1047,201
51033,Caroline County,2015,Owner,35 to 44,1492,215
51033,Caroline County,2015,Owner,45 to 54,1943,201
51033,Caroline County,2015,Owner,55 to 59,1125,219
51033,Caroline County,2015,Owner,60 to 64,798,169
51033,Caroline County,2015,Owner,65 to 74,1429,133
51033,Caroline County,2015,Owner,75 to 84,703,119
51033,Caroline County,2015,Owner,85 and over,248,97
51033,Caroline County,2015,Renter,15 to 24,74,71
51033,Caroline County,2015,Renter,25 to 34,547,178
51033,Caroline County,2015,Renter,35 to 44,418,118
51033,Caroline County,2015,Renter,45 to 54,479,142
51033,Caroline County,2015,Renter,55 to 59,136,68
51033,Caroline County,2015,Renter,60 to 64,211,121
51033,Caroline County,2015,Renter,65 to 74,150,80
51033,Caroline County,2015,Renter,75 to 84,89,77
51033,Caroline County,2015,Renter,85 and over,11,9
51033,Caroline County,2016,Owner,15 to 24,25,26
51033,Caroline County,2016,Owner,25 to 34,1012,228
51033,Caroline County,2016,Owner,35 to 44,1291,199
51033,Caroline County,2016,Owner,45 to 54,1884,210
51033,Caroline County,2016,Owner,55 to 59,1094,190
51033,Caroline County,2016,Owner,60 to 64,793,162
51033,Caroline County,2016,Owner,65 to 74,1484,142
51033,Caroline County,2016,Owner,75 to 84,688,143
51033,Caroline County,2016,Owner,85 and over,252,78
51033,Caroline County,2016,Renter,15 to 24,106,78
51033,Caroline County,2016,Renter,25 to 34,635,167
51033,Caroline County,2016,Renter,35 to 44,474,145
51033,Caroline County,2016,Renter,45 to 54,539,194
51033,Caroline County,2016,Renter,55 to 59,166,72
51033,Caroline County,2016,Renter,60 to 64,241,116
51033,Caroline County,2016,Renter,65 to 74,171,95
51033,Caroline County,2016,Renter,75 to 84,99,72
51033,Caroline County,2016,Renter,85 and over,11,10
51033,Caroline County,2017,Owner,15 to 24,24,22
51033,Caroline County,2017,Owner,25 to 34,985,205
51033,Caroline County,2017,Owner,35 to 44,1288,195
51033,Caroline County,2017,Owner,45 to 54,1874,233
51033,Caroline County,2017,Owner,55 to 59,1075,219
51033,Caroline County,2017,Owner,60 to 64,891,163
51033,Caroline County,2017,Owner,65 to 74,1490,134
51033,Caroline County,2017,Owner,75 to 84,773,136
51033,Caroline County,2017,Owner,85 and over,268,103
51033,Caroline County,2017,Renter,15 to 24,73,57
51033,Caroline County,2017,Renter,25 to 34,481,145
51033,Caroline County,2017,Renter,35 to 44,440,129
51033,Caroline County,2017,Renter,45 to 54,484,184
51033,Caroline County,2017,Renter,55 to 59,201,83
51033,Caroline County,2017,Renter,60 to 64,169,83
51033,Caroline County,2017,Renter,65 to 74,211,98
51033,Caroline County,2017,Renter,75 to 84,75,52
51033,Caroline County,2017,Renter,85 and over,13,11
51033,Caroline County,2018,Owner,15 to 24,41,35
51033,Caroline County,2018,Owner,25 to 34,858,223
51033,Caroline County,2018,Owner,35 to 44,1398,200
51033,Caroline County,2018,Owner,45 to 54,1823,203
51033,Caroline County,2018,Owner,55 to 59,1226,218
51033,Caroline County,2018,Owner,60 to 64,906,181
51033,Caroline County,2018,Owner,65 to 74,1530,146
51033,Caroline County,2018,Owner,75 to 84,793,116
51033,Caroline County,2018,Owner,85 and over,293,96
51033,Caroline County,2018,Renter,15 to 24,107,94
51033,Caroline County,2018,Renter,25 to 34,395,170
51033,Caroline County,2018,Renter,35 to 44,362,131
51033,Caroline County,2018,Renter,45 to 54,563,212
51033,Caroline County,2018,Renter,55 to 59,123,58
51033,Caroline County,2018,Renter,60 to 64,150,75
51033,Caroline County,2018,Renter,65 to 74,240,107
51033,Caroline County,2018,Renter,75 to 84,67,47
51033,Caroline County,2018,Renter,85 and over,36,39
51033,Caroline County,2019,Owner,15 to 24,64,41
51033,Caroline County,2019,Owner,25 to 34,657,211
51033,Caroline County,2019,Owner,35 to 44,1333,227
51033,Caroline County,2019,Owner,45 to 54,1822,204
51033,Caroline County,2019,Owner,55 to 59,1142,199
51033,Caroline County,2019,Owner,60 to 64,980,160
51033,Caroline County,2019,Owner,65 to 74,1596,165
51033,Caroline County,2019,Owner,75 to 84,809,121
51033,Caroline County,2019,Owner,85 and over,266,74
51033,Caroline County,2019,Renter,15 to 24,102,61
51033,Caroline County,2019,Renter,25 to 34,506,189
51033,Caroline County,2019,Renter,35 to 44,429,160
51033,Caroline County,2019,Renter,45 to 54,605,195
51033,Caroline County,2019,Renter,55 to 59,147,69
51033,Caroline County,2019,Renter,60 to 64,155,79
51033,Caroline County,2019,Renter,65 to 74,207,95
51033,Caroline County,2019,Renter,75 to 84,81,48
51033,Caroline County,2019,Renter,85 and over,45,46
51033,Caroline County,2020,Owner,15 to 24,96,88
51033,Caroline County,2020,Owner,25 to 34,717,268
51033,Caroline County,2020,Owner,35 to 44,1424,264
51033,Caroline County,2020,Owner,45 to 54,1669,181
51033,Caroline County,2020,Owner,55 to 59,1198,221
51033,Caroline County,2020,Owner,60 to 64,1057,202
51033,Caroline County,2020,Owner,65 to 74,1626,196
51033,Caroline County,2020,Owner,75 to 84,778,127
51033,Caroline County,2020,Owner,85 and over,258,92
51033,Caroline County,2020,Renter,15 to 24,122,83
51033,Caroline County,2020,Renter,25 to 34,513,188
51033,Caroline County,2020,Renter,35 to 44,274,130
51033,Caroline County,2020,Renter,45 to 54,598,215
51033,Caroline County,2020,Renter,55 to 59,157,86
51033,Caroline County,2020,Renter,60 to 64,190,87
51033,Caroline County,2020,Renter,65 to 74,212,102
51033,Caroline County,2020,Renter,75 to 84,46,29
51033,Caroline County,2020,Renter,85 and over,43,46
51033,Caroline County,2021,Owner,15 to 24,102,91
51033,Caroline County,2021,Owner,25 to 34,770,198
51033,Caroline County,2021,Owner,35 to 44,1451,249
51033,Caroline County,2021,Owner,45 to 54,1617,221
51033,Caroline County,2021,Owner,55 to 59,1178,256
51033,Caroline County,2021,Owner,60 to 64,1167,236
51033,Caroline County,2021,Owner,65 to 74,1650,193
51033,Caroline County,2021,Owner,75 to 84,845,124
51033,Caroline County,2021,Owner,85 and over,187,72
51033,Caroline County,2021,Renter,15 to 24,148,93
51033,Caroline County,2021,Renter,25 to 34,490,178
51033,Caroline County,2021,Renter,35 to 44,316,142
51033,Caroline County,2021,Renter,45 to 54,531,239
51033,Caroline County,2021,Renter,55 to 59,111,54
51033,Caroline County,2021,Renter,60 to 64,131,78
51033,Caroline County,2021,Renter,65 to 74,220,84
51033,Caroline County,2021,Renter,75 to 84,57,28
51033,Caroline County,2021,Renter,85 and over,29,35
51035,Carroll County,2010,Owner,15 to 24,59,69
51035,Carroll County,2010,Owner,25 to 34,704,160
51035,Carroll County,2010,Owner,35 to 44,1592,205
51035,Carroll County,2010,Owner,45 to 54,2061,228
51035,Carroll County,2010,Owner,55 to 59,940,189
51035,Carroll County,2010,Owner,60 to 64,1288,245
51035,Carroll County,2010,Owner,65 to 74,1750,173
51035,Carroll County,2010,Owner,75 to 84,1075,119
51035,Carroll County,2010,Owner,85 and over,301,82
51035,Carroll County,2010,Renter,15 to 24,199,102
51035,Carroll County,2010,Renter,25 to 34,877,242
51035,Carroll County,2010,Renter,35 to 44,492,194
51035,Carroll County,2010,Renter,45 to 54,555,225
51035,Carroll County,2010,Renter,55 to 59,226,119
51035,Carroll County,2010,Renter,60 to 64,125,67
51035,Carroll County,2010,Renter,65 to 74,295,119
51035,Carroll County,2010,Renter,75 to 84,167,79
51035,Carroll County,2010,Renter,85 and over,112,74
51035,Carroll County,2011,Owner,15 to 24,69,82
51035,Carroll County,2011,Owner,25 to 34,703,178
51035,Carroll County,2011,Owner,35 to 44,1469,232
51035,Carroll County,2011,Owner,45 to 54,2082,207
51035,Carroll County,2011,Owner,55 to 59,866,181
51035,Carroll County,2011,Owner,60 to 64,1374,254
51035,Carroll County,2011,Owner,65 to 74,1747,155
51035,Carroll County,2011,Owner,75 to 84,1052,119
51035,Carroll County,2011,Owner,85 and over,375,91
51035,Carroll County,2011,Renter,15 to 24,164,94
51035,Carroll County,2011,Renter,25 to 34,707,196
51035,Carroll County,2011,Renter,35 to 44,446,154
51035,Carroll County,2011,Renter,45 to 54,497,169
51035,Carroll County,2011,Renter,55 to 59,251,129
51035,Carroll County,2011,Renter,60 to 64,163,82
51035,Carroll County,2011,Renter,65 to 74,327,130
51035,Carroll County,2011,Renter,75 to 84,138,63
51035,Carroll County,2011,Renter,85 and over,126,78
51035,Carroll County,2012,Owner,15 to 24,68,62
51035,Carroll County,2012,Owner,25 to 34,865,170
51035,Carroll County,2012,Owner,35 to 44,1420,192
51035,Carroll County,2012,Owner,45 to 54,2115,188
51035,Carroll County,2012,Owner,55 to 59,937,190
51035,Carroll County,2012,Owner,60 to 64,1166,172
51035,Carroll County,2012,Owner,65 to 74,1860,140
51035,Carroll County,2012,Owner,75 to 84,1038,118
51035,Carroll County,2012,Owner,85 and over,403,101
51035,Carroll County,2012,Renter,15 to 24,227,100
51035,Carroll County,2012,Renter,25 to 34,484,168
51035,Carroll County,2012,Renter,35 to 44,514,143
51035,Carroll County,2012,Renter,45 to 54,527,177
51035,Carroll County,2012,Renter,55 to 59,316,151
51035,Carroll County,2012,Renter,60 to 64,188,105
51035,Carroll County,2012,Renter,65 to 74,295,131
51035,Carroll County,2012,Renter,75 to 84,103,50
51035,Carroll County,2012,Renter,85 and over,96,63
51035,Carroll County,2013,Owner,15 to 24,105,76
51035,Carroll County,2013,Owner,25 to 34,847,188
51035,Carroll County,2013,Owner,35 to 44,1378,228
51035,Carroll County,2013,Owner,45 to 54,1890,189
51035,Carroll County,2013,Owner,55 to 59,1123,262
51035,Carroll County,2013,Owner,60 to 64,1094,209
51035,Carroll County,2013,Owner,65 to 74,2010,136
51035,Carroll County,2013,Owner,75 to 84,1029,134
51035,Carroll County,2013,Owner,85 and over,413,92
51035,Carroll County,2013,Renter,15 to 24,253,96
51035,Carroll County,2013,Renter,25 to 34,388,130
51035,Carroll County,2013,Renter,35 to 44,492,156
51035,Carroll County,2013,Renter,45 to 54,568,158
51035,Carroll County,2013,Renter,55 to 59,365,153
51035,Carroll County,2013,Renter,60 to 64,182,86
51035,Carroll County,2013,Renter,65 to 74,226,85
51035,Carroll County,2013,Renter,75 to 84,100,52
51035,Carroll County,2013,Renter,85 and over,109,54
51035,Carroll County,2014,Owner,15 to 24,102,69
51035,Carroll County,2014,Owner,25 to 34,862,174
51035,Carroll County,2014,Owner,35 to 44,1326,199
51035,Carroll County,2014,Owner,45 to 54,1952,168
51035,Carroll County,2014,Owner,55 to 59,1039,185
51035,Carroll County,2014,Owner,60 to 64,1113,188
51035,Carroll County,2014,Owner,65 to 74,1974,159
51035,Carroll County,2014,Owner,75 to 84,1010,128
51035,Carroll County,2014,Owner,85 and over,468,114
51035,Carroll County,2014,Renter,15 to 24,269,96
51035,Carroll County,2014,Renter,25 to 34,335,124
51035,Carroll County,2014,Renter,35 to 44,528,145
51035,Carroll County,2014,Renter,45 to 54,500,139
51035,Carroll County,2014,Renter,55 to 59,367,157
51035,Carroll County,2014,Renter,60 to 64,211,98
51035,Carroll County,2014,Renter,65 to 74,285,109
51035,Carroll County,2014,Renter,75 to 84,70,47
51035,Carroll County,2014,Renter,85 and over,97,64
51035,Carroll County,2015,Owner,15 to 24,118,82
51035,Carroll County,2015,Owner,25 to 34,878,145
51035,Carroll County,2015,Owner,35 to 44,1274,178
51035,Carroll County,2015,Owner,45 to 54,1956,184
51035,Carroll County,2015,Owner,55 to 59,1106,187
51035,Carroll County,2015,Owner,60 to 64,1093,175
51035,Carroll County,2015,Owner,65 to 74,1994,157
51035,Carroll County,2015,Owner,75 to 84,1033,149
51035,Carroll County,2015,Owner,85 and over,463,124
51035,Carroll County,2015,Renter,15 to 24,318,110
51035,Carroll County,2015,Renter,25 to 34,339,117
51035,Carroll County,2015,Renter,35 to 44,563,179
51035,Carroll County,2015,Renter,45 to 54,458,167
51035,Carroll County,2015,Renter,55 to 59,305,129
51035,Carroll County,2015,Renter,60 to 64,165,107
51035,Carroll County,2015,Renter,65 to 74,333,136
51035,Carroll County,2015,Renter,75 to 84,74,42
51035,Carroll County,2015,Renter,85 and over,78,48
51035,Carroll County,2016,Owner,15 to 24,132,78
51035,Carroll County,2016,Owner,25 to 34,904,163
51035,Carroll County,2016,Owner,35 to 44,1303,175
51035,Carroll County,2016,Owner,45 to 54,1847,174
51035,Carroll County,2016,Owner,55 to 59,1099,169
51035,Carroll County,2016,Owner,60 to 64,1044,168
51035,Carroll County,2016,Owner,65 to 74,2021,175
51035,Carroll County,2016,Owner,75 to 84,1041,157
51035,Carroll County,2016,Owner,85 and over,458,115
51035,Carroll County,2016,Renter,15 to 24,382,113
51035,Carroll County,2016,Renter,25 to 34,494,151
51035,Carroll County,2016,Renter,35 to 44,513,167
51035,Carroll County,2016,Renter,45 to 54,502,149
51035,Carroll County,2016,Renter,55 to 59,261,117
51035,Carroll County,2016,Renter,60 to 64,131,81
51035,Carroll County,2016,Renter,65 to 74,308,118
51035,Carroll County,2016,Renter,75 to 84,138,84
51035,Carroll County,2016,Renter,85 and over,64,47
51035,Carroll County,2017,Owner,15 to 24,127,70
51035,Carroll County,2017,Owner,25 to 34,813,156
51035,Carroll County,2017,Owner,35 to 44,1325,186
51035,Carroll County,2017,Owner,45 to 54,1683,186
51035,Carroll County,2017,Owner,55 to 59,1007,176
51035,Carroll County,2017,Owner,60 to 64,1165,206
51035,Carroll County,2017,Owner,65 to 74,2007,183
51035,Carroll County,2017,Owner,75 to 84,1190,151
51035,Carroll County,2017,Owner,85 and over,443,121
51035,Carroll County,2017,Renter,15 to 24,400,138
51035,Carroll County,2017,Renter,25 to 34,432,159
51035,Carroll County,2017,Renter,35 to 44,424,179
51035,Carroll County,2017,Renter,45 to 54,518,171
51035,Carroll County,2017,Renter,55 to 59,301,133
51035,Carroll County,2017,Renter,60 to 64,88,77
51035,Carroll County,2017,Renter,65 to 74,343,120
51035,Carroll County,2017,Renter,75 to 84,171,106
51035,Carroll County,2017,Renter,85 and over,80,56
51035,Carroll County,2018,Owner,15 to 24,69,62
51035,Carroll County,2018,Owner,25 to 34,639,145
51035,Carroll County,2018,Owner,35 to 44,1343,199
51035,Carroll County,2018,Owner,45 to 54,1669,194
51035,Carroll County,2018,Owner,55 to 59,832,172
51035,Carroll County,2018,Owner,60 to 64,1346,189
51035,Carroll County,2018,Owner,65 to 74,1995,184
51035,Carroll County,2018,Owner,75 to 84,1227,158
51035,Carroll County,2018,Owner,85 and over,406,108
51035,Carroll County,2018,Renter,15 to 24,330,109
51035,Carroll County,2018,Renter,25 to 34,521,167
51035,Carroll County,2018,Renter,35 to 44,392,160
51035,Carroll County,2018,Renter,45 to 54,602,214
51035,Carroll County,2018,Renter,55 to 59,265,127
51035,Carroll County,2018,Renter,60 to 64,70,67
51035,Carroll County,2018,Renter,65 to 74,439,147
51035,Carroll County,2018,Renter,75 to 84,180,76
51035,Carroll County,2018,Renter,85 and over,50,45
51035,Carroll County,2019,Owner,15 to 24,50,48
51035,Carroll County,2019,Owner,25 to 34,653,148
51035,Carroll County,2019,Owner,35 to 44,1211,196
51035,Carroll County,2019,Owner,45 to 54,1603,237
51035,Carroll County,2019,Owner,55 to 59,928,183
51035,Carroll County,2019,Owner,60 to 64,1380,224
51035,Carroll County,2019,Owner,65 to 74,2180,230
51035,Carroll County,2019,Owner,75 to 84,1312,179
51035,Carroll County,2019,Owner,85 and over,357,115
51035,Carroll County,2019,Renter,15 to 24,328,138
51035,Carroll County,2019,Renter,25 to 34,484,139
51035,Carroll County,2019,Renter,35 to 44,405,153
51035,Carroll County,2019,Renter,45 to 54,596,176
51035,Carroll County,2019,Renter,55 to 59,226,113
51035,Carroll County,2019,Renter,60 to 64,65,54
51035,Carroll County,2019,Renter,65 to 74,388,143
51035,Carroll County,2019,Renter,75 to 84,159,95
51035,Carroll County,2019,Renter,85 and over,32,33
51035,Carroll County,2020,Owner,15 to 24,52,56
51035,Carroll County,2020,Owner,25 to 34,638,162
51035,Carroll County,2020,Owner,35 to 44,1047,237
51035,Carroll County,2020,Owner,45 to 54,1512,273
51035,Carroll County,2020,Owner,55 to 59,973,249
51035,Carroll County,2020,Owner,60 to 64,1447,323
51035,Carroll County,2020,Owner,65 to 74,2299,248
51035,Carroll County,2020,Owner,75 to 84,1293,251
51035,Carroll County,2020,Owner,85 and over,358,119
51035,Carroll County,2020,Renter,15 to 24,237,122
51035,Carroll County,2020,Renter,25 to 34,522,180
51035,Carroll County,2020,Renter,35 to 44,360,186
51035,Carroll County,2020,Renter,45 to 54,502,205
51035,Carroll County,2020,Renter,55 to 59,339,171
51035,Carroll County,2020,Renter,60 to 64,113,81
51035,Carroll County,2020,Renter,65 to 74,269,115
51035,Carroll County,2020,Renter,75 to 84,156,99
51035,Carroll County,2020,Renter,85 and over,17,26
51035,Carroll County,2021,Owner,15 to 24,47,60
51035,Carroll County,2021,Owner,25 to 34,641,144
51035,Carroll County,2021,Owner,35 to 44,1016,195
51035,Carroll County,2021,Owner,45 to 54,1501,220
51035,Carroll County,2021,Owner,55 to 59,1066,276
51035,Carroll County,2021,Owner,60 to 64,1320,262
51035,Carroll County,2021,Owner,65 to 74,2237,203
51035,Carroll County,2021,Owner,75 to 84,1310,192
51035,Carroll County,2021,Owner,85 and over,296,99
51035,Carroll County,2021,Renter,15 to 24,250,140
51035,Carroll County,2021,Renter,25 to 34,463,153
51035,Carroll County,2021,Renter,35 to 44,311,135
51035,Carroll County,2021,Renter,45 to 54,559,201
51035,Carroll County,2021,Renter,55 to 59,322,179
51035,Carroll County,2021,Renter,60 to 64,252,130
51035,Carroll County,2021,Renter,65 to 74,375,155
51035,Carroll County,2021,Renter,75 to 84,128,72
51035,Carroll County,2021,Renter,85 and over,33,39
51036,Charles City County,2010,Owner,15 to 24,6,8
51036,Charles City County,2010,Owner,25 to 34,87,34
51036,Charles City County,2010,Owner,35 to 44,298,74
51036,Charles City County,2010,Owner,45 to 54,609,70
51036,Charles City County,2010,Owner,55 to 59,292,61
