var_code,var_label,data_type,level,val_min,val_max,var_relabel,val_label,recode,val_length,val_na
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,4234,4234,,WHL-Professional And Commercial Equipment And Supplies Merchant Wholesalers,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,4235,4235,,"WHL-Metal And Mineral, Except Petroleum, Merchant Wholesalers",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,4236,4236,,WHL-Household Appliances And Electrical And Electronic Goods Merchant Wholesalers,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,4237,4237,,"WHL-Hardware, And Plumbing And Heating Equipment, And Supplies Merchant Wholesalers",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,4238,4238,,"WHL-Machinery, Equipment, And Supplies Merchant Wholesalers",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,42393,42393,,WHL-Recyclable Material Merchant Wholesalers,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,4239Z,4239Z,,"WHL-Miscellaneous Durable Goods, Except Recyclable Material, Merchant Wholesalers",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,4241,4241,,WHL-Paper And Paper Product Merchant Wholesalers,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,4243,4243,,"WHL-Apparel, Piece Goods, And Notions Merchant Wholesalers",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,4244,4244,,WHL-Grocery And Related Product Merchant Wholesalers,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,4245,4245,,WHL-Farm Product Raw Material Merchant Wholesalers,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,4247,4247,,WHL-Petroleum And Petroleum Products Merchant Wholesalers,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,4248,4248,,"WHL-Beer, Wine, And Distilled Alcoholic Beverage Merchant Wholesalers",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,42491,42491,,WHL-Farm Supplies Merchant Wholesalers,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,4249Z,4249Z,,"WHL-Miscellaneous Nondurable Goods Merchant, Except Farm Supplies, Wholesalers",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,424M,424M,,"WHL-Drugs, Druggists' Sundries, And Chemical And Allied Products Merchant Wholesalers",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,4251,4251,,WHL-Wholesale Trade Agents And Brokers,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,42S,42S,,WHL-Not Specified Wholesale Trade,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,4411,4411,,RET-Automobile Dealers,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,4412,4412,,RET-Other Motor Vehicle Dealers,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,4413,4413,,"RET-Automotive Parts, Accessories, And Tire Retailers",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,44414,44414,,RET-Hardware Retailers,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,4441Z,4441Z,,"RET-Building Material And Supplies Dealers, Except Hardware Retailers",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,4442,4442,,RET-Lawn And Garden Equipment And Supplies Retailers,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,44511,44511,,RET-Supermarkets And Other Grocery (Except Convenience) Retailers,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,44513,44513,,RET-Convenience Retailers And Vending Machine Operators,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,4452,4452,,RET-Specialty Food Retailers,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,4453,4453,,"RET-Beer, Wine, And Liquor Retailers",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,4491,4491,,RET-Furniture And Home Furnishings Retailers,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,4492,4492,,RET-Electronics And Appliance Retailers,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,4551,4551,,RET-Department Stores,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,4552,4552,,"RET-Warehouse Clubs, Supercenters, And Other General Merchandise Retailers",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,45611,45611,,RET-Pharmacies And Drug Retailers,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,4561Z,4561Z,,"RET-Health And Personal Care, Except Pharmacies And Drug, Retailers",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,4571,4571,,RET-Gasoline Stations,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,4572,4572,,RET-Fuel Dealers,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,4581,4581,,RET-Clothing And Clothing Accessories Retailers,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,4582,4582,,RET-Shoe Retailers,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,4583,4583,,"RET-Jewelry, Luggage, And Leather Goods retailers",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,45913,45913,,"RET-Sewing, Needlework, And Piece Goods Retailers",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,45914,45914,,RET-Musical Instrument And Supplies Retailers,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,4591M,4591M,,"RET-Sporting Goods, And Hobby, Toy, And Game Retailers",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,45921,45921,,RET-Book Retailers And News Dealers,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,4593,4593,,RET-Florists,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,45941,45941,,RET-Office Supplies And Stationery Retailers,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,45942,45942,,"RET-Gift, Novelty, And Souvenir Retailers",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,4595,4595,,RET-Used Merchandise Retailers,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,4599,4599,,RET-Other Miscellaneous Retailers,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,4MS,4MS,,RET-Not Specified Retail Trade,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,481,481,,TRN-Air Transportation,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,482,482,,TRN-Rail Transportation,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,483,483,,TRN-Water Transportation,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,484,484,,TRN-Truck Transportation,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,4853,4853,,TRN-Taxi And Limousine Service,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,485M,485M,,"TRN-Transit And Ground Passenger Transportation, Except Taxi And Limousine Service",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,486,486,,TRN-Pipeline Transportation,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,487,487,,TRN-Scenic And Sightseeing Transportation,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,488,488,,TRN-Support Activities For Transportation,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,491,491,,TRN-Postal Service,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,492,492,,TRN-Couriers And Messengers,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,493,493,,TRN-Warehousing And Storage,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,5121,5121,,INF-Motion Pictures And Video Industries,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,5122,5122,,INF-Sound Recording Industries,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,51311,51311,,INF-Newspaper Publishers,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,5131Z,5131Z,,"INF-Periodical, Book, And Directory And Mailing List, And Other Publishers",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,5132,5132,,INF-Software Publishers,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,516,516,,INF-Broadcasting And Content Providers,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,517111,517111,,INF-Wired Telecommunications Carriers,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,517Z,517Z,,"INF-Telecommunications, Except Wired Telecommunications Carriers",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,5182,5182,,"INF-Computing Infrastructure Providers, Data Processing, Web Hosting, And Related Services",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,51921,51921,,INF-Libraries And Archives,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,51929,51929,,INF-Web Search Portals And All Other Information Services,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,522M,522M,,FIN-Nondepository Credit Intermediation And Related Activities,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,5221M,5221M,,"FIN-Credit Unions, And Savings Institutions And Other Depository Credit Intermediation",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,5241,5241,,FIN-Insurance Carriers,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,5242,5242,,"FIN-Agencies, Brokerages, And Other Insurance Related Activities",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,52M2,52M2,,"FIN-Securities, Commodities, Funds, Trusts, And Other Financial Investments",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,52M3,52M3,,"FIN-Monetary Authorities-Central Bank, And Commercial Banking",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,531M,531M,,"FIN-Lessors Of Real Estate, And Offices Of Real Estate Agents And Brokers",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,5313,5313,,FIN-Activities Related To Real Estate,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,5321,5321,,FIN-Automotive Equipment Rental And Leasing,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,532M2,532M2,,"FIN-Consumer Goods Rental, And General Rental Centers",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,53M,53M,,"FIN-Commercial And Industrial Machinery And Equipment, And Nonfinancial Intangible Assets Rental And Leasing",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,5411,5411,,PRF-Legal Services,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,5412,5412,,"PRF-Accounting, Tax Preparation, Bookkeeping, And Payroll Services",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,5413,5413,,"PRF-Architectural, Engineering, And Related Services",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,5414,5414,,PRF-Specialized Design Services,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,5415,5415,,PRF-Computer Systems Design And Related Services,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,5416,5416,,"PRF-Management, Scientific, And Technical Consulting Services",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,5417,5417,,PRF-Scientific Research And Development Services,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,5418,5418,,"PRF-Advertising, Public Relations, And Related Services",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,54194,54194,,PRF-Veterinary Services,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,5419Z,5419Z,,"PRF-Other Professional, Scientific, And Technical, Except Veterinary, Services",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,55,55,,PRF-Management Of Companies And Enterprises,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,5613,5613,,PRF-Employment Services,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,5614,5614,,PRF-Business Support Services,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,5615,5615,,PRF-Travel Arrangements And Reservation Services,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,5616,5616,,PRF-Investigation And Security Services,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,56173,56173,,PRF-Landscaping Services,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,5617Z,5617Z,,"PRF-Services To Buildings And Dwellings, Except Landscaping Services",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,561M,561M,,PRF-Other Administrative And Other Support Services,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,562,562,,PRF-Waste Management And Remediation Services,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,6111,6111,,EDU-Elementary And Secondary Schools,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,611M1,611M1,,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,611M2,611M2,,"EDU-Business, Trade And Technical Schools, And Computer And Management Training",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,611M3,611M3,,"EDU-Other Schools And Instruction, And Educational Support Services",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,6211,6211,,MED-Offices Of Physicians,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,6212,6212,,MED-Offices Of Dentists,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,62131,62131,,MED-Offices Of Chiropractors,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,62132,62132,,MED-Offices Of Optometrists,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,6213ZM,6213ZM,,MED-Offices Of Other Health Practitioners,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,6214,6214,,MED-Outpatient Care Centers,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,6216,6216,,MED-Home Health Care Services,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,621M,621M,,MED-Other Health Care Services,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,622M,622M,,"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,6222,6222,,MED-Psychiatric And Substance Abuse Hospitals,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,6231,6231,,MED-Nursing Care Facilities (Skilled Nursing Facilities),TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,623M,623M,,"MED-Residential Care Facilities, Except Skilled Nursing Facilities",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,6241,6241,,SCA-Individual And Family Services,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,6242,6242,,"SCA-Community Food And Housing, And Emergency And Other Relief Services",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,6243,6243,,SCA-Vocational Rehabilitation Services,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,6244,6244,,SCA-Child Care Services,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,7111,7111,,ENT-Performing Arts Companies,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,7112,7112,,ENT-Spectator Sports,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,711M,711M,,"ENT-Promoters Of Performing Arts, Sports, And Similar Events, Agents And Managers For Artists, Athletes, Entertainers, And Other Public Figures",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,7115,7115,,"ENT-Independent Artists, Writers, And Performers",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,712,712,,"ENT-Museums, Historical Sites, And Similar Institutions",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,71395,71395,,ENT-Bowling Centers,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,713Z,713Z,,"ENT-Other Amusement, Gambling, And Recreation Industries",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,7211,7211,,ENT-Traveler Accommodation,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,721M,721M,,"ENT-Recreational Vehicle Parks And Camps, And Rooming And Boarding Houses, Dormitories, And Workers' Camps",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,7224,7224,,ENT-Drinking Places (Alcoholic Beverages),TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,722Z,722Z,,"ENT-Food Services And Drinking Places, Except Alcoholic Beverages",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,811192,811192,,SRV-Car Washes,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,8111Z,8111Z,,SRV-Automotive Repair And Maintenance,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,8112,8112,,SRV-Electronic And Precision Equipment Repair And Maintenance,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,8113,8113,,SRV-Commercial And Industrial Machinery And Equipment Repair And Maintenance,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,8114,8114,,SRV-Personal And Household Goods Repair And Maintenance,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,812111,812111,,SRV-Barber Shops,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,812112,812112,,SRV-Beauty Salons,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,8121M,8121M,,SRV-Nail Salons And Other Personal Care Services,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,8122,8122,,SRV-Death Care Services,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,8123,8123,,SRV-Drycleaning And Laundry Services,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,8129,8129,,SRV-Other Personal Services,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,8131,8131,,SRV-Religious Organizations,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,81393,81393,,SRV-Labor Unions And Similar Labor Organizations,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,8139Z,8139Z,,"SRV-Business, Professional, Political, And Similar Organizations",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,813M,813M,,"SRV-Civic, Social, Advocacy Organizations, And Grantmaking And Giving Services",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,814,814,,SRV-Private Households,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,92113,92113,,ADM-Public Finance Activities,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,92119,92119,,ADM-Other General Government And Support,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,9211MP,9211MP,,ADM-Executive Offices And Legislative Bodies,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,92M1,92M1,,"ADM-Administration Of Environmental Quality, And Housing Programs, Urban Planning And Community Development",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,92M2,92M2,,ADM-Administration Of Economic Programs And Space Research And Technology,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,92MP,92MP,,"ADM-Justice, Public Order, And Safety Activities",TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,923,923,,ADM-Administration Of Human Resource Programs,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,9281P,9281P,,ADM-National Security And International Affairs,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,92811P1,92811P1,,MIL-U.S. Army,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,92811P2,92811P2,,MIL-U.S. Air Force,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,92811P3,92811P3,,MIL-U.S. Navy,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,92811P4,92811P4,,MIL-U.S. Marines,TRUE,8,0
NAICSP,North American Industry Classification System (NAICS) recode for 2023 and later based on 2022 NAICS codes,chr,person,92811P5,92811P5,,MIL-U.S. Coast Guard,TRUE,8,0
